step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
137,DEBIT,723.18,28674.26,73073.35,34901.65,26801.58,0,0
279,PAYMENT,1401.99,75981.7,2639.93,71155.79,7394.99,0,0
164,DEBIT,1543.51,52627.91,12964.02,59626.73,62071.68,0,0
543,TRANSFER,731.45,33327.94,87032.63,28683.43,52053.99,0,0
23,PAYMENT,1770.12,22444.07,82219.16,59558.6,11563.86,0,0
711,DEBIT,3704.47,26079.99,79461.59,57784.75,68121.76,0,0
507,CASH_OUT,5805.09,27962.48,54186.08,12652.47,4562.87,0,0
686,CASH_OUT,726.95,36507.82,81305.99,58716.06,39996.0,0,0
510,CASH_OUT,5181.49,81376.15,55149.5,61829.69,22186.71,0,0
570,TRANSFER,1973.7,72932.35,43812.18,63832.56,87711.94,0,0
708,TRANSFER,1834.14,88255.07,97111.06,31680.67,90624.43,0,0
600,CASH_OUT,262.19,15157.18,98022.38,44749.06,50913.09,0,0
444,TRANSFER,2478.94,61728.46,22003.7,79696.02,84973.95,0,0
142,DEBIT,733.49,32736.99,27619.52,75468.11,52610.34,0,0
281,DEBIT,1111.73,88352.2,28046.88,72862.15,89493.67,0,0
207,CASH_OUT,305.22,31899.78,1989.06,82903.02,80827.95,0,0
684,PAYMENT,524.12,80372.1,66427.85,76587.88,6097.23,0,0
302,DEBIT,1945.15,96012.51,74281.52,68047.43,59743.31,0,0
397,PAYMENT,1904.66,89630.24,12158.13,30262.17,64242.04,0,0
318,TRANSFER,1226.46,92237.73,89893.63,90581.57,58798.79,0,0
48,TRANSFER,1991.8,64952.2,16282.28,47987.43,16327.95,0,0
673,DEBIT,4037.23,40220.25,63929.85,65057.82,86558.04,0,0
677,DEBIT,65.34,34179.21,81750.43,30637.17,88492.86,0,0
390,TRANSFER,460.7,13948.22,48516.54,92598.51,36391.99,0,0
379,TRANSFER,702.4,17759.39,20533.91,7318.31,7979.81,0,0
217,PAYMENT,1721.59,14726.73,5473.34,95788.05,42824.58,0,0
629,DEBIT,2192.69,32817.33,57219.51,87447.08,99314.9,0,0
251,CASH_OUT,1611.92,54418.66,39112.04,86437.11,34170.65,0,0
434,CASH_OUT,2392.81,81489.84,9456.79,7343.48,58955.49,0,0
585,TRANSFER,1182.81,26205.58,85766.78,86103.39,29725.4,0,0
284,CASH_OUT,3187.81,27776.05,3436.38,77994.73,64995.74,0,0
483,TRANSFER,150.12,43055.1,77802.8,90114.74,78139.71,0,0
707,CASH_OUT,1934.4,1439.02,76844.8,79813.8,56532.74,0,0
267,TRANSFER,88.44,15808.98,321.79,5630.28,84201.13,0,0
599,TRANSFER,525.25,72812.72,14522.79,39303.76,95771.82,0,0
246,CASH_OUT,127.49,33420.56,68773.7,31161.93,5091.1,0,0
158,DEBIT,1803.88,14983.62,45022.59,76342.26,50946.33,0,0
357,TRANSFER,472.55,85605.98,58779.06,23137.64,76951.88,0,0
548,CASH_OUT,193.02,67007.4,27757.17,34767.87,18056.62,0,0
236,DEBIT,2968.79,27367.99,24706.97,41309.49,27921.22,0,0
460,PAYMENT,1.13,92067.73,56465.12,16057.52,88976.92,0,0
100,TRANSFER,1592.93,95191.34,31400.46,90767.85,38189.12,0,0
739,TRANSFER,5037.21,21605.5,825.58,9216.28,35122.2,0,0
119,PAYMENT,3102.16,86362.33,25235.66,62670.2,47538.23,0,0
354,TRANSFER,1851.81,25856.9,23965.46,87771.18,4027.07,0,0
708,PAYMENT,217.75,68545.39,26315.0,50698.33,53758.33,0,0
88,CASH_OUT,3123.11,27729.09,71475.07,75327.01,1374.11,0,0
36,PAYMENT,817.02,83903.21,6812.38,56489.68,45829.83,0,0
314,DEBIT,333.11,22069.55,4058.15,78369.34,39604.51,0,0
540,CASH_OUT,8921.1,2829.03,44013.09,18675.37,93035.23,1,0
551,PAYMENT,191.06,16182.48,38208.33,255.03,27007.89,0,0
322,DEBIT,2533.62,45969.92,79037.91,27950.27,69432.42,0,0
427,PAYMENT,870.75,17684.31,83788.27,60200.87,40753.91,0,0
517,DEBIT,3682.06,41909.02,46530.37,17847.17,40581.19,0,0
653,PAYMENT,1585.01,21317.28,20884.16,65803.31,88981.63,0,0
740,TRANSFER,4423.41,31829.35,29296.56,2968.33,90279.74,0,0
9,DEBIT,1616.53,95236.91,76701.75,91122.4,52794.43,0,0
359,TRANSFER,781.9,8255.53,10819.8,87606.37,58567.97,0,0
478,TRANSFER,6464.04,48968.63,49061.22,75055.96,18018.92,0,0
57,DEBIT,1217.42,86381.05,91052.72,87883.89,58239.63,0,0
283,TRANSFER,3797.95,38728.56,19968.73,63442.71,79752.64,0,0
445,CASH_OUT,3665.14,98169.99,532.1,7614.44,90901.49,0,0
461,PAYMENT,1653.77,18100.7,48631.68,61030.14,60819.43,0,0
490,DEBIT,1390.0,4359.32,33647.52,53650.87,37404.3,0,0
359,CASH_OUT,700.02,4191.23,71528.7,48356.52,50784.51,0,0
690,DEBIT,1645.94,62736.72,83788.91,55947.88,79848.52,0,0
594,PAYMENT,1709.64,38039.26,23863.63,93371.06,99140.1,0,0
597,DEBIT,549.62,63872.68,31174.89,38090.8,49329.88,0,0
65,PAYMENT,3266.93,93140.98,2604.77,64609.55,96196.38,0,0
429,CASH_OUT,823.44,70130.08,61177.22,85257.92,75158.14,0,0
457,DEBIT,2805.34,80979.07,56411.81,94011.51,83466.44,0,0
136,PAYMENT,8844.41,24617.05,48838.87,30808.27,5949.45,0,0
606,TRANSFER,10790.36,28852.95,23856.48,44898.73,55086.36,0,0
48,TRANSFER,3980.15,45945.63,59301.68,66830.11,30964.04,0,0
612,CASH_OUT,3889.36,2576.4,61596.87,14028.09,56587.9,0,0
194,CASH_OUT,3279.48,45932.53,82652.59,62986.11,21200.54,0,0
117,CASH_OUT,2389.79,74382.5,34902.62,5215.43,77041.4,0,0
164,TRANSFER,406.64,37737.12,84583.07,96228.68,26632.19,0,0
479,PAYMENT,228.51,64452.7,78534.73,70750.83,26013.2,0,0
287,CASH_OUT,1697.74,24237.08,83045.57,4174.22,34364.13,0,0
536,PAYMENT,2257.74,53104.9,15808.09,71415.36,70577.02,0,0
494,PAYMENT,1023.57,52368.19,18382.63,8719.07,75864.77,0,0
405,CASH_OUT,5941.33,46916.26,83709.67,8360.52,74323.41,0,0
96,CASH_OUT,578.27,65975.99,56446.85,1167.41,89746.08,0,0
497,TRANSFER,579.7,87793.95,63882.52,33321.87,46527.61,0,0
254,CASH_OUT,4062.97,86094.55,48614.19,1082.52,44359.28,0,0
414,TRANSFER,1422.21,3872.25,70946.8,26284.44,35152.2,0,0
633,TRANSFER,73.28,5485.77,57024.22,58655.34,61433.76,0,0
584,PAYMENT,436.1,11103.35,10133.12,94786.43,51653.49,0,0
371,TRANSFER,1665.22,90238.9,27569.39,90532.98,58396.98,0,0
576,PAYMENT,788.94,7044.0,92037.47,91844.78,81831.65,0,0
243,TRANSFER,1344.32,58694.34,44755.45,87698.82,25340.4,0,0
639,CASH_OUT,3159.38,63622.35,19865.73,15662.43,16945.56,0,0
373,DEBIT,1366.53,59548.74,36529.14,54960.45,99220.0,0,0
39,PAYMENT,1251.61,73355.42,28194.5,48965.17,54206.41,0,0
353,CASH_OUT,387.21,35020.42,64141.11,71817.79,42047.02,0,0
426,PAYMENT,316.33,71793.58,55329.91,59058.3,37725.64,0,0
77,TRANSFER,1130.07,67121.7,11179.33,77988.11,82161.17,0,0
510,PAYMENT,470.44,16096.34,88614.97,87258.08,82126.64,0,0
517,DEBIT,1023.1,48771.25,34814.26,78539.46,59094.07,0,0
140,CASH_OUT,1667.35,81624.03,70393.16,22762.11,52108.51,0,0
252,PAYMENT,238.75,48660.94,45152.43,55631.56,83683.74,0,0
669,DEBIT,437.45,50692.66,97340.39,180.05,66918.37,0,0
317,CASH_OUT,3891.84,96763.44,64625.46,26113.08,10045.69,0,0
420,DEBIT,2007.3,24195.24,96965.97,62302.32,68996.3,0,0
75,PAYMENT,2731.56,71147.66,80011.93,32131.64,84365.87,0,0
29,DEBIT,1341.32,63798.64,58722.53,86211.38,87539.79,0,0
41,TRANSFER,2335.21,96599.33,63179.12,84190.0,17136.22,0,0
541,PAYMENT,1135.86,56865.33,69708.22,25539.67,64155.45,0,0
492,CASH_OUT,277.51,10682.34,66909.69,1865.29,44568.55,0,0
100,TRANSFER,1149.97,98026.79,8197.98,85918.32,33786.9,0,0
320,PAYMENT,1967.52,24198.22,61760.19,93650.37,59004.25,0,0
570,TRANSFER,583.13,28895.12,29564.23,34649.31,4686.88,0,0
723,DEBIT,2433.74,39509.94,36152.34,35367.74,86063.15,0,0
650,CASH_OUT,286.68,78142.56,7808.36,41547.33,12419.71,0,0
523,TRANSFER,527.19,727.82,76164.5,78643.87,26897.85,0,0
189,DEBIT,2584.74,84371.03,29977.04,96001.49,55910.78,0,0
450,DEBIT,535.26,96316.73,39271.4,14599.24,44172.01,0,0
94,CASH_OUT,1983.31,74455.16,65654.51,70309.32,71064.96,0,0
181,PAYMENT,2447.49,1315.31,98183.26,34975.38,76825.89,0,0
321,CASH_OUT,477.4,95614.9,4346.93,71760.78,86247.18,0,0
283,CASH_OUT,1407.02,803.09,5225.09,12198.16,7795.41,0,0
391,DEBIT,5697.71,67575.61,32458.4,92742.41,67683.53,0,0
321,CASH_OUT,1792.02,103.33,75720.35,40998.47,85527.58,0,0
570,CASH_OUT,75.63,30388.69,89292.24,60128.72,80962.4,0,0
25,PAYMENT,434.63,74978.02,10481.49,66618.86,92739.75,0,0
260,CASH_OUT,3432.23,94073.78,33938.12,34973.12,44631.79,0,0
497,CASH_OUT,1299.54,2609.51,33541.04,21272.06,39416.87,0,0
213,DEBIT,144.95,82591.8,24924.8,236.89,71345.44,0,0
115,PAYMENT,889.1,47253.82,71309.53,59937.86,12464.24,0,0
452,CASH_OUT,2505.6,58363.79,51594.32,75769.82,89454.65,0,0
700,PAYMENT,2725.65,40815.23,3187.69,47095.83,27988.0,0,0
648,PAYMENT,1772.27,33599.65,4548.32,78971.32,64479.78,0,0
490,DEBIT,2785.47,18298.84,46754.14,93046.22,71685.41,0,0
602,CASH_OUT,1103.94,36119.46,26991.66,97031.94,67353.22,0,0
733,TRANSFER,1294.27,88812.48,4788.67,45254.25,78842.5,0,0
528,PAYMENT,1124.56,8683.44,20989.5,36733.58,31339.23,0,0
659,DEBIT,692.36,96444.12,9820.25,35937.75,6238.61,0,0
385,PAYMENT,2100.65,14591.76,87305.15,8540.63,41442.85,0,0
613,TRANSFER,2174.15,4772.25,24041.74,86381.56,81103.23,0,0
418,TRANSFER,3993.96,54518.7,54631.8,10807.63,43287.85,0,0
219,CASH_OUT,768.19,99945.28,5103.58,59236.38,61954.55,0,0
557,DEBIT,2053.87,79393.11,78023.79,31029.97,97438.1,0,0
63,TRANSFER,839.18,41924.64,6134.2,41468.01,52486.94,0,0
350,PAYMENT,4708.87,79507.48,20083.32,64047.32,55414.78,0,0
390,TRANSFER,784.11,83398.81,66641.67,31988.68,9079.41,0,0
377,PAYMENT,3104.0,23682.39,97521.98,27331.7,27212.86,0,0
66,DEBIT,3582.81,4683.83,20599.91,10689.77,31227.69,0,0
119,CASH_OUT,890.7,90765.75,5254.0,37059.41,42631.54,0,0
8,TRANSFER,477.91,21342.37,38729.41,99657.56,49283.86,0,0
707,DEBIT,153.15,49115.52,49154.89,93173.45,32276.24,0,0
739,DEBIT,4830.56,22324.48,69183.44,25823.18,91863.39,0,0
27,TRANSFER,2122.51,35647.5,84523.89,47187.9,61489.9,0,0
290,DEBIT,3427.99,63909.58,43302.81,73914.21,50155.9,0,0
28,CASH_OUT,1926.89,54905.07,69860.94,70552.31,30025.74,0,0
159,CASH_OUT,347.9,93435.3,20349.37,81063.79,76133.0,0,0
145,TRANSFER,723.59,37780.43,92963.97,55667.28,31649.53,0,0
467,TRANSFER,823.5,44411.59,37563.11,22615.78,92671.2,0,0
108,DEBIT,1126.04,562.73,14328.87,33580.28,91807.28,0,0
439,DEBIT,107.45,28645.89,38023.47,6362.39,34096.03,0,0
203,DEBIT,2218.05,72665.22,17277.08,77645.48,79034.5,0,0
301,TRANSFER,631.04,71704.74,33769.15,40798.42,65051.23,0,0
438,TRANSFER,1308.19,17647.88,77375.56,70751.05,95068.3,0,0
11,PAYMENT,123.04,98520.46,10513.68,91601.19,75027.31,0,0
607,DEBIT,2388.52,45120.9,7582.1,64180.7,98505.3,0,0
642,TRANSFER,1587.45,25950.08,14904.88,29740.56,90275.79,0,0
103,PAYMENT,4710.27,72741.65,42887.13,23066.16,27174.31,0,0
486,CASH_OUT,439.42,60357.41,14392.29,62125.05,80167.46,0,0
110,PAYMENT,6326.17,45370.71,76470.02,64034.91,19741.86,0,0
643,CASH_OUT,4725.61,80675.88,67393.47,30353.99,2155.25,0,0
703,TRANSFER,701.18,62016.28,91603.17,92530.41,11589.85,0,0
93,DEBIT,4565.76,96761.92,94425.98,57222.17,92863.31,0,0
718,CASH_OUT,690.54,83037.3,38231.62,69858.4,53900.24,0,0
541,DEBIT,818.97,54829.96,55447.4,20559.63,41660.81,0,0
699,DEBIT,4794.07,64406.4,70328.55,74684.07,14265.45,0,0
507,CASH_OUT,3098.66,52166.12,65765.72,25756.1,31668.81,0,0
177,DEBIT,1163.84,45193.67,4277.38,47236.02,60052.99,0,0
439,DEBIT,241.37,66789.32,52237.66,67227.74,80811.55,0,0
668,DEBIT,1244.47,22895.73,52741.97,5580.19,61518.99,0,0
711,DEBIT,3718.86,28466.44,36005.04,58433.89,60102.09,0,0
511,PAYMENT,1792.62,20778.95,33927.02,41036.78,85812.19,0,0
109,CASH_OUT,99.4,58840.54,47692.92,62075.14,92284.79,0,0
72,DEBIT,1050.06,90594.98,21700.81,2582.01,3120.01,0,0
489,DEBIT,2407.22,96164.5,79663.95,38540.41,40857.65,0,0
733,TRANSFER,4263.18,18690.68,40055.89,69020.92,21667.3,0,0
281,TRANSFER,7541.09,22439.19,97221.42,83477.23,29693.88,0,0
214,CASH_OUT,3624.84,47881.96,22626.55,37887.56,93041.19,0,0
457,DEBIT,4105.81,59582.36,56306.68,14427.46,61718.49,0,0
587,CASH_OUT,484.24,49415.84,40208.01,55997.66,14903.72,0,0
418,TRANSFER,3931.48,29742.49,48827.94,39952.56,36753.5,0,0
510,TRANSFER,5217.22,71012.7,68073.72,62876.3,60894.71,0,0
662,TRANSFER,2011.33,17956.36,53319.21,9697.93,86377.24,0,0
323,PAYMENT,1336.75,9014.8,45428.78,87584.99,76037.62,0,0
178,PAYMENT,3335.99,21019.87,75193.68,16774.42,37184.19,0,0
688,TRANSFER,1919.98,89356.69,88534.28,39632.11,35791.07,0,0
104,TRANSFER,3516.43,20333.36,11182.52,16856.24,3805.96,0,0
119,PAYMENT,1200.84,45966.27,73380.26,14792.75,85832.07,0,0
712,TRANSFER,392.79,24934.84,4873.15,99935.09,8640.34,0,0
582,TRANSFER,4992.31,91936.62,17221.94,57087.44,80672.45,0,0
57,PAYMENT,6906.96,80354.38,37502.91,45301.24,52431.7,0,0
409,PAYMENT,7205.31,37763.21,5574.84,65841.11,65462.7,0,0
578,PAYMENT,6230.26,81032.31,13451.34,79068.93,89798.93,0,0
58,TRANSFER,1361.09,97572.32,78033.68,94789.72,59002.75,0,0
117,TRANSFER,1982.8,59023.21,31193.86,67525.69,59763.3,0,0
425,DEBIT,4252.33,21862.9,33387.09,85773.36,68794.72,0,0
21,TRANSFER,47.14,34889.62,91058.01,83838.27,70013.51,0,0
79,TRANSFER,354.25,52180.45,86005.44,67889.96,16094.01,0,0
559,PAYMENT,360.63,58611.01,62658.7,24955.51,94127.75,0,0
683,CASH_OUT,498.4,81670.96,60542.33,54455.12,13999.05,0,0
596,TRANSFER,1040.04,47070.55,5592.11,26417.62,24603.82,0,0
108,TRANSFER,1244.71,4362.03,52583.15,85916.46,80272.06,0,0
271,TRANSFER,991.98,6487.75,12423.36,1.46,90251.23,0,0
688,DEBIT,4220.79,90840.35,24577.54,1423.0,11616.36,0,0
476,PAYMENT,597.3,62932.22,68049.63,5550.08,63522.74,0,0
70,DEBIT,2685.05,80365.52,774.98,79818.51,64673.32,0,0
387,DEBIT,7378.89,68541.86,11957.21,36869.54,88495.05,0,0
166,CASH_OUT,2134.13,90217.56,17978.37,79247.9,29330.0,0,0
58,TRANSFER,91.54,1809.41,36788.36,67474.32,26281.01,0,0
451,DEBIT,241.78,45471.22,29099.81,51451.72,66219.8,0,0
245,DEBIT,3649.92,13411.47,51014.47,14497.39,41877.04,0,0
45,DEBIT,895.03,49946.09,85577.13,82689.85,2987.01,0,0
684,PAYMENT,1035.2,90277.09,22811.31,83625.59,83730.63,0,0
383,TRANSFER,4323.82,40052.62,54401.84,15282.19,31051.02,0,0
578,DEBIT,2445.3,11231.28,36643.92,64506.72,79067.13,0,0
701,TRANSFER,2488.77,22302.7,95889.09,2118.66,98013.59,0,0
71,TRANSFER,2234.17,50615.01,87731.5,21226.42,80722.24,0,0
548,CASH_OUT,2004.56,64928.95,48521.03,36638.85,83125.51,0,0
239,PAYMENT,2814.05,105.42,62185.54,44576.6,90298.46,0,0
580,DEBIT,2412.55,38783.44,23444.48,44187.13,53048.18,0,0
108,DEBIT,200.17,64691.46,48358.57,10740.71,12029.68,0,0
208,CASH_OUT,498.11,65040.29,78023.22,18001.53,44869.85,0,0
722,DEBIT,230.32,61180.14,14453.44,57532.37,48039.53,0,0
302,PAYMENT,3299.96,1730.75,32143.08,95703.76,88129.29,0,0
430,DEBIT,1809.26,83456.95,92940.13,61415.66,33653.15,0,0
348,PAYMENT,6704.52,75113.82,12081.91,38878.55,29285.23,0,0
107,DEBIT,2532.6,23993.06,33605.35,54147.84,26810.54,0,0
528,TRANSFER,1367.71,45627.52,15456.97,73159.16,78353.38,0,0
406,TRANSFER,5395.58,93965.07,17208.51,40244.87,20425.64,0,0
734,CASH_OUT,6748.84,61007.79,43999.77,42742.89,84225.74,0,0
256,DEBIT,1974.28,74435.53,48771.63,18570.89,11495.96,0,0
301,DEBIT,1967.37,72903.2,63496.61,2976.37,68980.72,0,0
145,PAYMENT,1735.12,55766.51,99124.74,75369.56,23751.02,0,0
676,DEBIT,176.97,51911.61,95983.79,71965.57,34688.84,0,0
524,CASH_OUT,2898.05,93056.52,74623.7,80856.98,84691.99,0,0
562,DEBIT,4182.33,49948.38,91763.76,27372.59,60504.28,0,0
360,TRANSFER,1631.04,13239.53,95886.95,83722.13,38077.4,0,0
524,CASH_OUT,430.15,62402.45,866.84,66872.98,69589.29,0,0
484,TRANSFER,3347.23,35436.17,67032.33,32875.58,14483.01,0,0
190,CASH_OUT,4511.79,4591.6,27570.58,77444.38,7874.71,0,0
296,CASH_OUT,3281.71,34570.4,15968.01,26296.09,647.41,0,0
93,CASH_OUT,475.79,96639.19,2024.97,35847.89,3045.34,0,0
130,CASH_OUT,488.89,71681.65,62680.24,74213.32,49160.02,0,0
484,PAYMENT,1225.74,45144.59,71156.97,75189.14,33139.84,0,0
409,CASH_OUT,342.68,89265.33,57231.31,45643.78,78273.73,0,0
341,TRANSFER,2326.18,41438.13,52682.01,67164.66,6932.45,0,0
214,DEBIT,2462.91,71733.02,55205.11,82275.23,6508.96,0,0
330,PAYMENT,8610.13,93952.55,56464.29,95835.08,99910.69,0,0
175,PAYMENT,951.76,3607.18,19394.03,89668.42,9400.02,0,0
444,PAYMENT,2586.77,87225.4,81092.4,74093.87,8283.92,0,0
201,DEBIT,1373.07,29096.27,69225.4,3574.55,45229.76,0,0
617,DEBIT,354.3,51028.56,17636.56,15752.87,7192.65,0,0
743,PAYMENT,4862.33,61142.29,48291.45,77503.84,9490.54,0,0
98,PAYMENT,123.59,40445.04,43568.9,38012.38,63082.35,0,0
103,CASH_OUT,86.16,45306.14,27578.51,72807.04,49809.55,0,0
553,CASH_OUT,615.45,28395.1,62900.68,1514.59,78439.74,0,0
151,DEBIT,15495.64,78791.02,87546.1,80764.92,71670.45,0,1
268,CASH_OUT,42.04,20150.3,64627.63,96148.28,35653.57,0,0
352,TRANSFER,1100.08,55759.06,29896.26,71640.33,3036.22,0,0
467,TRANSFER,1462.41,43209.07,5739.58,58856.18,57618.31,0,0
278,CASH_OUT,755.69,58280.14,8232.36,86675.68,40776.66,0,0
568,CASH_OUT,2445.35,54908.18,35719.69,62217.93,94524.57,0,0
16,PAYMENT,934.3,36760.61,60130.81,36155.25,20005.47,0,0
456,CASH_OUT,2166.37,58524.91,93800.62,40609.23,72082.2,0,0
734,TRANSFER,843.2,31677.87,45621.18,81845.96,98616.11,0,0
179,DEBIT,324.64,34084.97,74837.15,82364.96,20152.71,0,0
134,DEBIT,1652.98,50914.36,831.13,14867.8,29402.51,0,0
258,PAYMENT,1609.14,42592.21,62413.55,59915.02,56734.21,0,0
62,DEBIT,611.54,81208.21,26093.75,9790.35,62878.55,0,0
482,CASH_OUT,896.48,69328.4,89415.25,39709.73,10816.49,0,0
477,PAYMENT,1142.47,8273.29,46765.02,97541.3,47526.95,0,0
635,CASH_OUT,1653.21,2815.56,72384.91,9508.21,80576.2,0,0
42,DEBIT,2056.62,47537.59,50192.02,76620.95,67742.61,0,0
373,CASH_OUT,265.28,38848.36,44196.29,40616.65,95738.14,0,0
373,PAYMENT,313.97,16540.72,1295.31,6449.38,60966.78,0,0
299,PAYMENT,912.93,19822.03,63475.95,6721.88,16163.18,0,0
52,TRANSFER,1075.36,8548.76,14271.47,96084.6,81976.35,0,0
379,DEBIT,806.58,642.23,79164.98,90815.26,63066.49,0,0
312,CASH_OUT,2080.21,62389.69,65223.67,88547.12,34563.69,0,0
579,TRANSFER,6630.5,17504.44,75201.68,44826.65,52589.17,0,0
59,TRANSFER,1858.6,98652.59,85766.78,64089.92,24957.25,0,0
304,DEBIT,381.9,34803.98,55766.5,2501.07,56148.96,0,0
35,CASH_OUT,795.73,18747.95,34431.63,30053.84,38402.66,0,0
648,DEBIT,1575.15,22276.52,37313.89,99620.28,58446.4,0,0
588,CASH_OUT,751.81,65198.19,19858.66,85673.55,25194.57,0,0
493,TRANSFER,1240.23,43550.22,8089.53,21155.71,26274.75,0,0
491,TRANSFER,1728.32,1790.79,85927.28,46586.32,37536.39,0,0
221,TRANSFER,2448.54,8769.95,45919.03,85613.58,12909.34,0,0
597,CASH_OUT,535.83,32642.86,22013.94,26589.54,94728.76,0,0
123,PAYMENT,1270.35,13333.17,71372.81,51457.82,48566.27,0,0
707,DEBIT,1048.06,3120.99,60980.14,25398.13,54941.18,0,0
102,CASH_OUT,201.81,89153.19,24444.51,63546.25,24369.23,0,0
515,DEBIT,1842.49,63379.17,14825.56,21603.74,95966.66,0,0
313,DEBIT,3021.9,37711.74,75819.91,5402.47,57849.7,0,0
506,TRANSFER,3797.5,98941.16,18513.28,90390.17,15837.12,0,0
494,DEBIT,152.34,99589.62,71774.58,64421.25,60531.44,0,0
660,PAYMENT,1662.88,70922.7,3457.67,14724.62,66699.67,0,0
199,CASH_OUT,8717.34,53545.86,33260.12,38468.9,4079.15,0,0
633,PAYMENT,2814.69,61032.32,36853.44,81418.22,20608.6,0,0
681,PAYMENT,1782.08,60422.08,43754.08,31090.5,53831.3,0,0
513,TRANSFER,60.57,26220.48,53493.2,60150.19,69177.15,0,0
330,CASH_OUT,129.29,55905.52,15200.6,81549.9,93442.22,0,0
621,CASH_OUT,109.36,10916.71,51162.13,45096.18,48596.83,0,0
327,PAYMENT,3159.63,7238.1,68774.17,97261.45,10017.15,0,0
10,CASH_OUT,1567.9,29508.73,77366.72,61687.11,35948.56,0,0
127,DEBIT,730.97,27512.16,35098.05,21519.17,13395.04,0,0
669,CASH_OUT,4165.34,78758.21,48048.09,97766.29,11040.98,0,0
231,CASH_OUT,3338.7,6640.69,84330.29,81909.02,49495.04,0,0
15,DEBIT,3011.56,4281.77,91312.58,70532.19,54775.73,0,0
487,DEBIT,2972.85,42572.67,42438.72,42422.46,21645.69,0,0
442,DEBIT,424.86,70723.52,8754.2,55092.2,75384.93,0,0
558,DEBIT,4169.21,96941.65,37242.47,464.57,45845.43,0,0
274,CASH_OUT,438.41,29500.78,98661.79,14302.98,9759.18,0,0
618,TRANSFER,3978.55,4325.86,77117.82,44043.44,12922.61,0,0
3,TRANSFER,4443.44,82265.69,79591.36,49301.3,29033.96,0,0
326,DEBIT,2492.26,63367.97,90132.56,72746.59,14294.56,0,0
253,CASH_OUT,2468.28,83995.92,289.2,64299.73,53914.42,0,0
534,CASH_OUT,604.11,5818.7,27889.47,86608.85,16718.83,0,0
55,CASH_OUT,751.25,20577.41,57911.59,22457.81,40655.55,0,0
448,CASH_OUT,1699.96,90324.25,18123.56,74707.16,7672.68,0,0
297,CASH_OUT,1699.05,85082.54,23064.17,36946.21,52836.7,0,0
622,TRANSFER,829.78,45043.6,94456.24,47704.56,62682.04,0,0
373,PAYMENT,4536.77,86750.53,99103.49,90076.01,19975.04,0,0
735,PAYMENT,281.29,73179.49,83425.14,44504.17,64260.79,0,0
469,PAYMENT,987.14,81097.61,96481.62,11498.34,92042.99,0,0
136,DEBIT,598.17,23762.45,68267.99,59567.54,97757.32,0,0
246,DEBIT,5289.7,26870.27,4348.49,73450.26,37997.4,0,0
70,TRANSFER,308.2,77153.71,42121.65,42454.06,59361.76,0,0
481,TRANSFER,1272.63,85497.42,77330.72,95905.65,50000.74,0,0
530,CASH_OUT,86.06,78546.14,94254.85,43719.31,91313.94,0,0
490,TRANSFER,3014.49,19408.79,80269.54,24173.17,14957.38,0,0
503,DEBIT,2164.75,92150.9,85346.75,64789.88,40354.59,0,0
698,TRANSFER,3699.56,97586.8,60180.78,97857.41,97510.21,0,0
117,CASH_OUT,692.99,5610.88,54963.08,27911.63,88056.46,0,0
257,CASH_OUT,1610.13,88941.48,18533.67,6300.84,54435.17,0,0
607,CASH_OUT,6359.49,76012.01,22364.23,61708.58,5932.08,0,0
428,DEBIT,582.71,19264.83,66191.99,26620.0,54642.57,0,0
115,PAYMENT,4682.94,20827.93,58663.56,66331.15,63599.0,0,0
494,PAYMENT,5895.9,24469.23,82989.22,13392.41,93462.04,0,0
62,DEBIT,949.8,4343.92,65934.89,6720.34,35904.55,0,0
497,CASH_OUT,805.92,31213.04,67292.91,23464.39,32488.91,0,0
636,CASH_OUT,666.02,81032.83,9115.41,82662.25,13767.95,0,0
80,DEBIT,3699.73,21351.02,71391.27,2030.73,13965.85,0,0
659,PAYMENT,2302.29,23357.89,99683.07,50766.53,81351.5,0,0
485,CASH_OUT,469.85,72633.57,31435.44,92640.38,36711.46,0,0
22,CASH_OUT,3863.3,73201.16,42633.78,13716.35,78851.88,0,0
595,PAYMENT,425.14,40164.62,52098.68,64341.33,82057.61,0,0
324,DEBIT,1345.85,84033.35,45866.34,14644.85,67136.32,0,0
517,TRANSFER,242.88,36573.44,11808.22,91789.85,91948.8,0,0
261,CASH_OUT,2090.16,22362.28,57453.07,62421.18,30826.51,0,0
129,PAYMENT,2156.2,24079.54,50786.07,76500.8,47343.73,0,0
626,DEBIT,899.81,25378.77,58345.21,57550.35,55839.62,0,0
284,PAYMENT,219.72,17150.55,53317.5,68859.8,67118.02,0,0
47,PAYMENT,1578.72,11187.85,12275.74,99696.67,82861.4,0,0
188,TRANSFER,5068.96,14612.56,37795.6,72892.08,17934.0,0,0
19,CASH_OUT,3130.64,22885.41,81217.93,41544.55,64001.48,0,0
599,CASH_OUT,1707.64,76834.1,97364.06,42673.81,40229.77,0,0
654,CASH_OUT,156.46,13894.73,99163.33,90108.33,81717.87,0,0
8,TRANSFER,2133.04,44694.88,75796.5,72296.31,30149.49,0,0
37,PAYMENT,843.42,14575.02,41285.6,59301.07,924.57,0,0
598,DEBIT,2679.28,41344.26,3177.62,45476.78,51087.07,0,0
